date,prectot,qv2m,rh2m,ps,t2m_range,ts,t2mdew,t2mwet,t2m_max,t2m_min,t2m,ws50m_range,ws10m_range,ws50m_min,ws10m_min,ws50m_max,ws10m_max,ws50m,ws10m
2013-09-29,0.0,8.58,71.97,101.02,12.41,17.15,11.79,11.8,23.69,11.29,16.89,3.08,1.04,2.08,1.36,5.16,2.4,3.13,1.94
2013-09-30,0.0,8.15,63.88,100.74,12.95,18.11,10.95,10.95,25.08,12.13,17.93,5.39,2.27,0.14,0.19,5.53,2.46,2.01,1.18
2013-10-01,0.0,9.43,64.93,100.65,14.48,20.21,13.17,13.17,27.64,13.16,19.98,2.79,1.03,2.77,1.58,5.56,2.6,3.99,2.22
2013-10-02,0.0,10.16,63.06,100.72,15.46,21.76,14.32,14.32,29.95,14.49,21.67,3.12,1.22,2.45,1.64,5.57,2.86,4.09,2.31
2013-10-03,0.0,11.06,68.52,100.84,12.0,21.85,15.68,15.68,28.12,16.12,21.72,4.76,1.75,0.81,0.74,5.57,2.49,3.66,1.93
2013-10-04,0.08,11.37,64.01,100.72,15.04,23.34,16.07,16.07,31.16,16.12,23.27,3.54,1.63,0.9,0.61,4.43,2.23,2.48,1.48
2013-10-05,0.03,12.31,64.4,100.73,13.47,24.9,17.32,17.32,31.82,18.35,24.48,4.86,1.9,0.76,0.5,5.62,2.4,3.4,1.73
2013-10-06,0.01,12.42,65.41,100.5,12.75,24.69,17.42,17.42,31.32,18.57,24.32,5.55,3.77,2.07,1.54,7.62,5.31,5.52,3.32
2013-10-07,24.07,12.23,86.37,100.23,11.67,19.36,16.7,16.7,24.51,12.85,19.47,8.22,6.09,3.98,2.08,12.21,8.17,7.18,4.42
2013-10-08,0.01,6.35,62.71,101.32,9.14,14.82,7.32,7.33,19.6,10.46,14.42,3.21,3.33,4.2,2.03,7.41,5.36,5.25,3.07
2013-10-09,9.52,7.61,77.37,101.45,5.08,14.23,10.05,10.05,17.04,11.96,13.98,2.18,2.8,5.17,2.5,7.35,5.3,6.33,4.03
2013-10-10,40.27,8.86,90.59,100.86,4.95,14.12,12.25,12.25,16.61,11.66,13.79,1.78,1.78,6.53,4.42,8.31,6.2,7.3,5.11
2013-10-11,39.3,10.67,95.84,100.37,4.04,15.7,14.98,14.98,17.7,13.67,15.7,2.74,1.61,4.5,3.21,7.24,4.83,6.09,4.07
2013-10-12,8.78,11.48,92.18,100.79,4.62,17.54,16.25,16.25,20.33,15.71,17.52,2.47,2.11,5.12,2.93,7.59,5.04,6.66,4.32
2013-10-13,6.4,10.31,90.92,101.38,5.02,16.23,14.67,14.67,18.69,13.68,16.15,2.63,2.96,4.5,2.19,7.13,5.15,5.87,3.74
2013-10-14,0.07,8.79,82.32,101.52,8.66,15.38,12.26,12.26,20.31,11.65,15.25,1.88,1.12,2.56,1.71,4.44,2.84,3.52,2.13
2013-10-15,0.06,9.11,84.62,101.1,11.15,15.16,12.7,12.7,21.28,10.12,15.31,3.18,1.09,2.16,1.42,5.34,2.51,3.35,1.98
2013-10-16,0.02,10.93,89.75,100.59,8.7,16.83,15.44,15.44,22.13,13.43,17.15,4.34,1.88,0.94,0.57,5.28,2.45,3.05,1.74
2013-10-17,1.48,11.24,87.22,100.06,10.1,17.93,15.75,15.75,23.61,13.51,17.96,8.13,5.16,0.21,0.17,8.34,5.33,4.34,2.45
2013-10-18,0.05,6.64,69.85,100.49,9.9,12.96,7.92,7.92,18.3,8.4,13.31,6.36,3.65,1.06,0.73,7.42,4.38,4.24,2.59
2013-10-19,0.41,8.58,86.59,100.22,9.13,13.58,11.52,11.52,18.76,9.63,13.89,6.21,3.43,2.0,1.38,8.21,4.81,4.68,2.83
2013-10-20,0.0,5.09,63.63,100.7,11.15,10.38,4.08,4.1,16.33,5.18,10.74,7.02,3.91,1.19,0.87,8.21,4.78,4.47,2.74
2013-10-21,0.0,5.64,70.16,100.81,13.63,10.72,5.45,5.46,18.29,4.65,10.82,5.36,2.42,1.76,1.48,7.12,3.9,4.94,2.83
2013-10-22,0.06,6.5,75.7,100.13,10.54,11.75,7.45,7.46,17.88,7.34,11.71,2.45,2.37,3.26,1.92,5.71,4.29,4.98,2.88
2013-10-23,2.52,4.99,71.97,99.84,9.2,8.93,3.64,3.66,14.17,4.97,8.47,5.62,2.87,1.54,1.14,7.16,4.01,4.74,2.8
2013-10-24,0.0,3.98,68.47,100.72,8.44,6.42,0.59,0.62,10.54,2.1,6.03,2.72,3.32,5.16,2.44,7.88,5.76,6.33,3.74
2013-10-25,0.0,3.85,71.69,101.41,11.73,5.35,0.3,0.32,11.72,-0.01,5.02,1.89,2.43,4.98,2.61,6.87,5.04,5.87,3.43
2013-10-26,0.0,3.61,64.33,101.02,13.88,5.82,-0.68,-0.64,12.6,-1.29,5.57,5.49,3.74,2.55,2.14,8.04,5.89,6.12,3.58
2013-10-27,0.0,4.41,62.91,100.75,12.7,7.58,2.06,2.08,15.05,2.35,8.77,6.55,3.22,0.12,0.09,6.67,3.31,3.86,2.31
2013-10-28,0.0,5.69,74.86,101.31,12.64,8.45,5.74,5.74,17.09,4.45,10.05,3.45,2.16,0.27,0.21,3.71,2.37,1.91,1.32
2013-10-29,0.01,6.18,80.65,101.68,12.57,10.25,6.99,6.99,17.28,4.72,10.22,5.64,2.34,0.44,0.45,6.08,2.79,3.81,2.07
2013-10-30,0.9,8.39,93.47,101.32,10.64,12.4,11.45,11.45,18.76,8.12,12.54,3.13,1.41,1.44,1.11,4.57,2.52,3.48,1.97
2013-10-31,0.41,9.54,88.25,100.62,9.34,14.89,13.34,13.34,19.74,10.4,15.29,7.74,4.39,3.38,1.98,11.12,6.37,6.5,3.76
2013-11-01,3.67,11.68,82.73,99.38,10.23,18.56,16.21,16.21,23.66,13.42,19.3,9.32,6.26,3.34,1.56,12.67,7.82,7.56,4.52
2013-11-02,0.11,6.88,75.59,99.7,11.76,12.46,8.23,8.23,19.25,7.49,12.53,4.74,1.95,2.18,1.73,6.92,3.68,5.14,2.83
2013-11-03,0.02,4.47,68.57,101.16,9.98,7.96,2.18,2.21,12.86,2.88,7.77,2.68,3.46,5.77,2.73,8.45,6.2,6.74,3.96
2013-11-04,0.0,3.14,67.25,102.49,8.94,3.75,-2.4,-2.33,7.35,-1.59,3.17,4.08,1.88,2.47,1.66,6.54,3.54,4.26,2.47
2013-11-05,0.0,5.59,86.33,102.39,11.15,7.86,5.38,5.39,13.42,2.26,7.84,4.57,1.75,1.04,0.83,5.6,2.59,3.37,1.9
2013-11-06,0.07,7.9,87.51,101.55,10.4,12.56,10.62,10.62,18.86,8.46,12.66,2.84,2.21,4.0,1.94,6.84,4.15,5.38,2.99
2013-11-07,1.7,6.92,84.97,100.52,11.0,10.69,7.95,7.96,15.7,4.71,10.97,3.79,3.16,4.78,2.91,8.57,6.08,7.25,4.24
2013-11-08,0.04,3.35,63.81,101.25,9.68,4.79,-1.57,-1.52,10.16,0.48,4.68,3.49,3.31,4.53,2.52,8.01,5.83,6.35,3.69
2013-11-09,0.0,3.48,64.22,101.34,13.38,5.12,-1.16,-1.11,12.23,-1.15,5.11,6.58,3.26,1.53,1.24,8.11,4.5,5.41,3.12
2013-11-10,0.0,4.05,63.74,100.86,12.24,7.26,0.94,0.97,15.08,2.83,7.38,4.58,3.97,5.48,3.06,10.06,7.04,7.49,4.44
2013-11-11,0.0,3.88,65.63,101.26,13.54,6.49,0.38,0.41,13.46,-0.08,6.35,6.37,3.22,1.4,1.15,7.77,4.37,5.45,3.06
2013-11-12,0.07,3.1,66.07,101.33,7.85,3.23,-3.05,-2.94,6.31,-1.54,3.1,4.59,4.32,5.22,2.63,9.8,6.94,7.62,4.69
2013-11-13,0.0,2.49,64.82,102.05,8.48,0.57,-5.32,-5.22,5.82,-2.66,0.37,2.84,2.61,4.37,2.55,7.21,5.17,5.97,3.59
2013-11-14,0.0,2.87,61.81,101.65,16.59,2.96,-3.74,-3.65,12.96,-3.63,2.98,5.08,1.43,2.29,1.92,7.37,3.35,4.89,2.64
2013-11-15,2.58,3.85,72.83,101.39,14.13,4.53,0.1,0.13,12.61,-1.52,4.79,4.75,1.68,1.53,1.25,6.29,2.93,4.2,2.25
2013-11-16,4.26,6.72,92.09,101.48,9.07,9.33,8.15,8.15,14.3,5.23,9.47,2.76,0.89,1.6,1.13,4.36,2.02,2.8,1.63
2013-11-17,0.98,8.32,97.97,100.76,7.89,11.34,11.17,11.17,15.16,7.27,11.62,4.9,3.46,3.86,1.86,8.75,5.32,5.42,3.14
2013-11-18,3.74,6.35,66.42,99.95,11.7,12.72,6.47,6.48,18.51,6.81,13.31,5.03,2.55,4.51,2.88,9.54,5.44,7.77,4.27
2013-11-19,0.0,3.29,62.1,101.19,7.53,4.88,-1.83,-1.77,8.93,1.4,4.8,2.99,3.04,5.5,2.84,8.49,5.88,7.06,4.2
2013-11-20,0.0,3.02,69.17,102.23,8.1,2.5,-2.87,-2.81,7.63,-0.46,2.2,2.1,1.24,3.66,2.17,5.76,3.42,4.8,2.76
2013-11-21,0.0,4.72,91.29,102.21,10.09,4.3,3.13,3.13,9.53,-0.56,4.58,3.92,1.57,1.54,1.06,5.46,2.63,3.13,1.81
2013-11-22,0.15,7.5,91.57,101.13,11.12,10.92,9.6,9.6,17.19,6.08,11.13,5.42,3.77,3.52,1.68,8.95,5.45,5.02,2.8
2013-11-23,0.0,3.37,59.65,100.99,11.3,5.73,-2.17,-2.06,10.4,-0.9,5.66,5.33,3.5,5.74,4.05,11.07,7.54,8.06,5.17
2013-11-24,0.0,1.43,47.91,101.89,4.54,-2.5,-11.82,-11.33,-0.71,-5.25,-3.06,5.55,4.98,5.52,2.99,11.07,7.97,8.98,5.89
2013-11-25,0.01,1.7,53.38,102.17,7.89,-1.47,-9.93,-9.58,2.41,-5.48,-2.18,5.73,3.15,0.84,0.71,6.56,3.86,4.46,2.69
2013-11-26,39.96,4.05,93.06,100.89,10.42,1.97,-0.01,0.02,9.45,-0.97,1.94,8.82,4.99,3.05,1.86,11.87,6.85,5.37,3.24
2013-11-27,12.19,3.83,88.88,99.5,10.07,1.62,-0.48,-0.46,6.86,-3.22,1.62,7.17,5.51,3.63,2.12,10.8,7.63,8.96,6.08
2013-11-28,0.0,2.04,62.66,101.75,7.41,-2.42,-7.74,-7.58,2.22,-5.18,-1.91,8.2,5.13,0.91,0.7,9.11,5.83,5.1,3.36
2013-11-29,0.0,2.6,77.3,102.55,8.93,-1.43,-4.68,-4.63,4.37,-4.56,-1.34,3.89,2.7,2.69,1.32,6.57,4.01,4.84,2.79
2013-11-30,0.0,2.74,77.9,102.53,7.53,-1.1,-4.06,-4.01,3.44,-4.09,-0.74,3.63,1.63,1.76,1.01,5.39,2.64,3.25,1.95
2013-12-01,0.0,3.41,83.65,101.17,10.94,0.56,-1.5,-1.48,7.57,-3.37,1.08,4.06,2.04,1.01,0.8,5.07,2.84,3.02,1.78
2013-12-02,0.0,4.49,88.61,100.34,10.0,2.23,2.28,2.28,10.23,0.23,4.03,3.32,1.73,0.42,0.26,3.73,1.99,1.79,1.23
2013-12-03,0.08,4.91,89.03,100.38,10.34,3.94,3.53,3.53,12.0,1.65,5.23,3.93,1.96,0.73,0.49,4.66,2.45,2.45,1.53
2013-12-04,0.1,6.48,98.78,100.71,9.19,7.36,7.42,7.42,12.72,3.53,7.79,3.46,1.02,1.78,1.36,5.24,2.38,3.44,1.84
2013-12-05,0.24,8.79,98.28,100.58,11.06,11.95,11.92,11.92,18.58,7.52,12.38,2.57,2.64,4.71,2.37,7.29,5.01,6.22,3.45
2013-12-06,17.63,6.84,94.4,100.7,10.79,9.09,7.93,7.93,13.93,3.14,9.24,3.89,4.01,4.03,1.87,7.92,5.88,5.37,3.7
2013-12-07,7.71,3.52,82.55,101.82,6.3,2.01,-0.9,-0.87,4.65,-1.64,1.8,2.12,2.64,5.29,2.79,7.41,5.43,6.01,3.96
2013-12-08,20.11,2.78,85.47,102.16,1.92,-1.37,-3.93,-3.9,-0.97,-2.89,-1.86,3.35,1.94,2.17,1.59,5.52,3.53,3.98,2.74
2013-12-09,8.44,3.79,97.93,101.0,2.62,0.49,0.04,0.05,1.26,-1.36,0.34,3.36,2.01,0.74,0.38,4.11,2.39,3.19,1.81
2013-12-10,9.77,2.97,96.58,100.9,9.37,-3.11,-3.49,-3.47,0.68,-8.69,-2.81,5.86,2.44,1.84,1.26,7.7,3.7,4.86,2.78
2013-12-11,0.0,2.28,87.8,101.64,11.93,-7.16,-6.81,-6.77,1.69,-10.24,-4.92,4.46,1.94,2.54,1.85,7.0,3.79,4.5,2.72
2013-12-12,0.0,1.93,82.02,101.76,7.29,-7.04,-8.52,-8.44,-2.33,-9.63,-6.21,2.64,1.56,4.65,2.58,7.29,4.15,5.71,3.48
2013-12-13,0.0,2.38,81.07,101.49,12.44,-4.72,-6.39,-6.33,2.79,-9.65,-3.36,4.16,2.38,2.08,1.36,6.25,3.75,4.7,2.91
2013-12-14,12.71,3.74,94.56,101.03,4.07,0.18,-0.18,-0.18,2.77,-1.29,0.67,5.44,3.31,0.66,0.46,6.1,3.77,3.96,2.4
2013-12-15,0.12,3.5,90.83,99.97,8.63,-0.08,-1.27,-1.26,4.17,-4.46,0.15,5.81,3.97,3.07,1.77,8.88,5.74,6.19,3.64
2013-12-16,0.03,2.7,82.27,101.02,8.29,-2.11,-4.49,-4.45,2.89,-5.4,-1.88,3.8,1.67,2.27,1.51,6.07,3.18,4.55,2.64
2013-12-17,2.26,3.79,96.66,100.64,6.06,0.2,-0.07,-0.06,4.11,-1.95,0.49,3.77,1.91,1.34,0.9,5.11,2.81,3.4,2.06
2013-12-18,0.02,2.86,80.8,101.11,7.27,-1.85,-3.72,-3.69,3.01,-4.26,-0.88,4.94,3.59,1.7,1.21,6.64,4.8,4.67,2.91
2013-12-19,0.0,4.04,88.53,101.13,13.04,2.1,0.56,0.57,9.8,-3.25,2.64,5.1,1.79,2.93,1.93,8.03,3.72,5.65,3.15
2013-12-20,0.0,5.65,95.34,100.83,6.49,5.64,5.47,5.47,9.22,2.74,6.33,2.57,0.77,5.23,3.07,7.8,3.84,6.63,3.47
2013-12-21,0.11,8.48,91.86,100.55,9.18,12.17,11.39,11.39,17.26,8.09,12.85,3.36,2.53,6.28,3.32,9.64,5.85,7.99,4.57
2013-12-22,4.36,12.34,96.44,100.35,5.35,17.13,17.28,17.28,20.97,15.62,17.87,4.03,3.16,6.23,3.16,10.26,6.32,8.56,5.11
2013-12-23,17.82,7.71,93.8,100.78,13.85,10.54,9.19,9.19,16.36,2.5,11.13,6.72,4.88,2.11,1.03,8.84,5.92,5.62,3.45
2013-12-24,0.38,2.57,70.4,101.56,9.21,-0.28,-5.24,-5.13,3.53,-5.68,-0.4,5.53,3.97,4.36,2.71,9.88,6.68,6.91,4.49
2013-12-25,0.0,1.93,68.89,102.19,6.12,-3.05,-8.4,-8.24,-0.02,-6.15,-3.88,5.17,2.83,0.75,0.66,5.92,3.49,3.87,2.31
2013-12-26,0.01,2.84,78.45,101.6,10.32,-0.79,-3.72,-3.69,6.23,-4.09,-0.48,2.1,1.91,3.86,2.16,5.96,4.08,4.8,2.94
2013-12-27,0.0,3.04,76.67,101.83,10.26,0.33,-2.81,-2.78,7.72,-2.54,0.79,5.28,1.75,2.15,1.71,7.44,3.46,5.11,2.73
2013-12-28,0.01,3.9,84.52,101.42,12.91,2.43,0.34,0.35,10.75,-2.16,2.86,5.2,1.3,2.67,2.3,7.87,3.6,5.63,2.95
2013-12-29,30.76,4.86,95.96,100.08,5.57,3.43,3.33,3.33,7.27,1.7,3.97,6.2,3.68,1.64,0.98,7.83,4.66,5.54,3.05
2013-12-30,0.0,3.68,87.05,100.76,8.31,1.15,-0.53,-0.51,5.49,-2.82,1.53,3.04,3.13,4.26,2.16,7.29,5.29,5.88,3.28
2013-12-31,0.0,2.68,74.71,101.3,9.13,-0.86,-4.49,-4.44,5.44,-3.69,-0.66,8.67,6.18,1.9,1.25,10.57,7.43,5.57,3.46
2014-01-01,0.0,3.2,82.44,101.61,9.43,-0.1,-2.33,-2.29,6.64,-2.79,0.46,5.66,3.53,0.47,0.25,6.13,3.78,3.92,2.29
2014-01-02,6.07,3.57,94.67,100.1,3.69,0.04,-0.88,-0.88,2.19,-1.49,-0.13,5.11,3.61,0.57,0.26,5.67,3.87,3.01,1.97
2014-01-03,0.82,1.6,69.56,101.22,6.99,-6.39,-10.97,-10.72,-1.68,-8.67,-6.61,12.52,9.13,1.16,0.78,13.68,9.91,8.91,6.42
2014-01-04,0.0,1.91,73.51,101.91,9.96,-5.34,-8.79,-8.64,0.75,-9.21,-4.93,6.02,4.16,0.89,0.62,6.91,4.78,5.1,3.16
2014-01-05,3.52,3.65,98.39,100.86,8.86,-0.5,-0.82,-0.81,4.21,-4.65,-0.24,7.13,3.66,1.85,1.4,8.98,5.06,4.93,2.73
2014-01-06,5.28,3.27,88.03,99.77,18.15,-0.58,-4.18,-3.93,5.19,-12.96,-0.38,5.16,5.37,7.52,3.88,12.68,9.25,9.7,6.4
2014-01-07,0.0,0.8,57.32,101.73,7.43,-12.11,-18.13,-17.24,-8.83,-16.26,-12.83,7.57,6.12,3.65,2.03,11.22,8.14,7.22,5.06
2014-01-08,0.0,1.54,68.86,102.34,11.9,-6.58,-11.3,-11.03,-0.78,-12.68,-6.8,3.85,1.66,1.51,0.95,5.36,2.61,3.29,1.93
2014-01-09,0.03,2.74,83.9,102.47,8.13,-1.62,-4.04,-4.01,3.0,-5.13,-1.76,4.17,2.11,1.95,1.02,6.12,3.13,3.75,2.17
2014-01-10,12.81,3.68,97.08,101.8,4.2,0.09,-0.29,-0.29,2.21,-1.99,0.16,2.67,0.88,1.94,1.26,4.62,2.14,2.9,1.64
2014-01-11,15.64,6.26,100.0,99.65,12.19,5.13,6.27,6.27,13.24,1.05,5.99,7.71,4.6,4.22,1.89,11.93,6.49,7.79,4.12
2014-01-12,0.0,3.96,81.06,100.35,9.15,1.74,0.49,0.5,8.55,-0.6,3.5,7.25,3.49,1.85,1.3,9.1,4.79,5.81,3.32
2014-01-13,0.14,4.66,92.58,100.67,12.63,3.34,2.64,2.64,10.88,-1.75,3.98,4.81,2.9,3.64,2.23,8.45,5.13,6.18,3.46
2014-01-14,5.97,5.46,99.25,100.01,7.25,4.25,4.96,4.96,8.04,0.79,5.14,4.98,2.18,3.25,2.09,8.22,4.27,5.47,2.97
2014-01-15,1.14,4.2,92.7,100.39,8.01,2.26,1.26,1.27,7.52,-0.48,2.44,6.67,4.23,0.63,0.32,7.3,4.55,3.88,2.34
2014-01-16,0.41,2.78,74.57,100.49,6.5,-0.49,-4.14,-4.08,3.36,-3.13,-0.23,5.53,3.27,1.6,1.13,7.13,4.4,4.49,2.73
2014-01-17,0.07,3.6,87.66,100.27,10.82,1.01,-0.89,-0.88,7.54,-3.28,1.05,3.58,1.2,2.34,1.88,5.92,3.08,4.45,2.52
2014-01-18,0.4,2.22,72.44,100.34,6.78,-2.58,-7.23,-7.09,1.21,-5.57,-2.89,6.47,5.2,2.84,1.94,9.31,7.14,7.09,4.91
2014-01-19,0.0,3.01,79.65,100.08,10.67,-0.1,-3.35,-3.31,6.45,-4.22,-0.1,6.65,4.19,1.94,1.39,8.59,5.58,5.82,3.47
2014-01-20,0.0,3.68,84.57,99.82,10.69,1.32,-0.59,-0.57,9.11,-1.57,1.8,2.77,2.42,5.22,2.69,8.0,5.11,6.61,3.66
2014-01-21,7.9,2.66,87.84,100.04,8.19,-2.92,-5.05,-5.01,-0.49,-8.68,-3.13,5.14,5.36,5.38,2.63,10.52,7.99,8.5,5.94
2014-01-22,0.13,1.11,67.22,100.59,5.75,-10.55,-14.67,-14.33,-7.99,-13.74,-10.94,7.78,5.64,3.16,2.23,10.95,7.88,7.73,5.55
2014-01-23,0.0,1.26,66.92,101.42,8.59,-9.42,-13.27,-12.98,-4.26,-12.85,-9.18,6.28,4.54,2.46,1.71,8.74,6.25,5.89,4.04
2014-01-24,0.0,1.12,66.28,101.87,10.16,-10.12,-14.44,-14.11,-5.18,-15.34,-10.42,3.6,1.92,3.98,3.04,7.58,4.96,6.2,4.16
2014-01-25,0.04,2.08,78.29,99.62,7.46,-5.0,-7.97,-7.88,-1.21,-8.67,-4.89,2.72,1.99,7.42,4.9,10.15,6.88,8.79,5.81
2014-01-26,0.01,2.0,72.47,100.04,9.3,-4.58,-8.49,-8.33,-0.17,-9.47,-4.34,6.77,3.69,2.92,2.17,9.69,5.87,6.43,3.71
2014-01-27,0.0,2.78,80.67,100.14,11.85,-1.57,-4.91,-4.79,4.06,-7.78,-1.33,4.37,4.71,6.5,3.3,10.87,8.01,8.21,5.31
2014-01-28,0.89,1.02,59.15,101.7,3.48,-9.41,-15.44,-14.9,-8.56,-12.05,-10.26,6.74,4.56,2.0,1.53,8.74,6.09,5.03,3.71
2014-01-29,0.23,1.17,66.12,101.53,8.0,-9.8,-14.01,-13.68,-5.18,-13.18,-9.94,2.44,2.54,4.2,2.5,6.64,5.03,5.6,3.73
2014-01-30,0.0,1.44,70.96,101.75,13.09,-8.85,-11.97,-11.75,-0.98,-14.07,-8.15,5.54,2.49,1.13,0.76,6.67,3.25,3.87,2.36
2014-01-31,0.0,2.49,73.73,101.17,14.49,-2.26,-5.49,-5.43,6.79,-7.7,-1.47,4.98,2.76,0.61,0.46,5.59,3.22,3.2,1.89
2014-02-01,0.02,3.38,86.77,101.19,11.14,-0.19,-1.59,-1.58,6.7,-4.44,0.44,5.29,1.95,2.46,1.51,7.75,3.46,4.79,2.65
2014-02-02,0.05,4.81,94.82,100.59,11.72,3.22,3.05,3.06,11.21,-0.51,4.05,5.2,2.22,1.42,1.1,6.62,3.32,3.95,2.12
2014-02-03,32.93,3.68,96.47,101.01,7.44,-0.33,-0.47,-0.46,2.66,-4.78,0.14,3.66,3.29,5.09,2.89,8.75,6.18,6.71,4.17
2014-02-04,2.24,2.62,86.45,101.77,7.78,-2.93,-4.82,-4.8,0.9,-6.88,-2.87,3.26,1.48,1.95,1.65,5.21,3.12,3.91,2.54
2014-02-05,11.23,3.68,94.9,100.2,5.81,-0.04,-0.58,-0.58,2.94,-2.87,0.25,8.1,5.36,2.47,1.22,10.57,6.57,6.05,3.63
2014-02-06,0.0,2.31,79.14,101.53,6.3,-4.02,-6.32,-6.26,-0.23,-6.53,-3.39,8.01,5.24,1.34,0.95,9.35,6.2,5.03,3.31
2014-02-07,0.0,2.47,79.86,101.63,9.54,-3.56,-5.7,-5.64,2.87,-6.68,-2.61,3.92,1.95,1.71,1.09,5.63,3.04,3.2,2.03
2014-02-08,0.0,2.14,79.37,101.54,7.8,-4.92,-7.49,-7.4,-0.17,-7.97,-4.45,3.67,2.26,0.73,0.75,4.4,3.01,2.86,1.94
2014-02-09,0.29,2.91,91.34,100.95,7.27,-2.62,-3.72,-3.7,1.31,-5.96,-2.3,5.41,3.29,1.0,0.71,6.41,4.0,3.77,2.42
2014-02-10,0.0,2.06,79.06,101.34,8.0,-5.07,-7.83,-7.74,-1.68,-9.68,-4.96,1.44,2.15,4.7,2.5,6.15,4.65,5.26,3.34
2014-02-11,0.0,1.56,77.15,101.97,12.1,-8.03,-11.08,-10.95,-1.77,-13.87,-8.12,2.9,1.11,3.51,2.6,6.42,3.7,4.93,3.21
2014-02-12,5.52,1.69,82.86,101.95,10.7,-8.01,-10.37,-10.27,-3.81,-14.51,-8.06,3.57,2.91,3.16,2.19,6.73,5.1,4.77,3.19
2014-02-13,29.26,3.3,97.32,99.15,6.22,-1.82,-2.28,-2.27,0.35,-5.87,-1.7,4.3,2.78,7.24,5.57,11.54,8.35,9.62,6.98
2014-02-14,0.05,3.33,90.79,99.34,9.5,-2.46,-2.09,-2.08,3.03,-6.47,-0.62,11.25,7.7,0.21,0.18,11.46,7.88,5.94,3.49
2014-02-15,3.45,3.2,92.92,99.67,7.38,-1.8,-2.56,-2.54,0.37,-7.0,-1.43,9.08,6.81,3.64,2.45,12.73,9.25,8.12,5.44
2014-02-16,0.03,2.38,83.42,100.79,10.72,-4.19,-6.34,-6.28,1.78,-8.94,-3.8,5.72,3.26,1.96,1.03,7.68,4.29,4.4,2.55
2014-02-17,0.17,1.98,77.87,101.77,11.21,-5.31,-8.29,-8.2,-0.37,-11.58,-5.18,5.25,2.22,2.24,1.88,7.49,4.11,5.2,3.16
2014-02-18,1.51,3.46,86.44,100.87,11.97,-1.07,-1.43,-1.41,6.6,-5.37,0.81,6.06,3.47,2.14,1.32,8.2,4.79,5.71,3.35
2014-02-19,2.94,4.89,96.41,100.3,14.54,3.0,2.91,2.91,12.71,-1.83,4.03,6.94,3.91,5.04,2.58,11.99,6.5,8.27,4.52
2014-02-20,0.0,4.2,82.66,101.05,9.46,2.73,1.39,1.4,8.85,-0.61,4.15,6.69,3.93,0.53,0.37,7.22,4.3,4.43,2.51
2014-02-21,4.58,6.19,100.0,100.02,14.52,5.84,6.18,6.19,14.2,-0.31,6.82,4.43,3.42,4.73,2.33,9.16,5.75,6.92,3.76
2014-02-22,0.0,4.29,77.41,100.81,14.69,4.51,1.55,1.57,13.68,-1.01,5.36,4.08,2.77,4.52,2.4,8.6,5.17,6.46,3.61
2014-02-23,0.07,4.78,80.96,100.47,13.4,5.57,3.13,3.13,14.49,1.09,6.23,6.64,4.18,1.37,0.66,8.01,4.84,4.3,2.53
2014-02-24,0.03,2.74,69.04,100.78,9.58,0.62,-4.4,-4.31,5.69,-3.9,0.67,7.33,5.98,4.11,2.18,11.44,8.16,7.64,4.62
2014-02-25,0.64,2.74,77.82,100.83,5.45,-1.0,-4.27,-4.22,1.71,-3.74,-0.99,3.36,2.66,1.58,1.04,4.94,3.71,3.38,2.1
2014-02-26,1.48,2.47,74.37,100.35,6.52,-1.61,-5.68,-5.6,1.25,-5.27,-1.83,7.11,5.57,0.46,0.3,7.57,5.87,4.49,3.07
2014-02-27,0.0,1.99,65.63,100.08,10.69,-2.88,-8.31,-8.15,2.55,-8.14,-3.09,9.0,6.99,3.06,1.71,12.06,8.7,7.6,5.14
2014-02-28,0.0,1.27,58.32,101.73,10.51,-5.82,-13.26,-12.79,-2.07,-12.58,-7.23,6.74,4.21,0.38,0.56,7.12,4.77,3.83,2.48
2014-03-01,0.0,2.52,76.81,101.55,14.04,-1.64,-5.55,-5.48,5.62,-8.42,-1.81,2.81,1.3,3.44,1.9,6.25,3.2,4.49,2.63
2014-03-02,6.17,4.18,93.09,100.81,11.31,2.32,1.23,1.23,10.41,-0.91,2.39,5.05,2.25,1.24,1.07,6.29,3.32,4.35,2.5
2014-03-03,13.17,2.03,85.31,101.28,12.67,-6.05,-8.28,-8.2,-0.06,-12.73,-6.12,4.67,3.58,5.19,3.73,9.87,7.31,7.29,5.29
2014-03-04,0.0,1.6,75.05,101.71,11.3,-8.41,-10.75,-10.61,-1.94,-13.23,-7.54,4.64,3.2,0.72,0.65,5.37,3.85,3.19,2.28
2014-03-05,0.0,2.54,79.31,101.46,11.7,-3.14,-5.34,-5.29,3.81,-7.89,-2.17,7.54,4.41,0.46,0.34,8.0,4.75,3.98,2.42
2014-03-06,0.0,2.32,76.79,102.1,7.58,-2.37,-6.2,-6.13,0.87,-6.71,-2.86,2.02,1.86,5.07,3.13,7.09,5.0,5.81,4.01
2014-03-07,0.29,3.26,89.69,100.99,6.28,-0.67,-2.07,-2.05,3.19,-3.08,-0.52,1.79,2.42,4.92,2.7,6.71,5.12,5.84,3.67
2014-03-08,0.0,4.48,87.58,100.38,16.13,3.21,1.9,1.9,13.55,-2.59,4.15,4.51,0.96,2.85,2.3,7.36,3.27,5.06,2.83
2014-03-09,0.0,3.56,72.72,100.75,8.55,3.03,-0.92,-0.88,8.22,-0.33,3.59,7.14,5.13,0.89,0.58,8.02,5.71,5.46,3.4
